eName;isPlanet;semimajorAxis;perihelion;aphelion;eccentricity;inclination;density;gravity;escape;meanRadius;equaRadius;polarRadius;flattening;dimension;sideralOrbit;sideralRotation;discoveryDate;mass_kg;volume;orbit_type;orbits;bondAlbido;geomAlbido;RV_abs;p_transit;transit_visibility;transit_depth;massj;semimajorAxis_AU;grav_int
Hydra;FALSO;64749;0;0;0;0;1;0;0;33;0;0;0;39x37x25;2.74;0;38487;24000000000000000;NA;Secondary;Pluto;NA;NA;NA;##########;##########;22500000;12600;4330000000000;760000000000000000000
Hyperion;FALSO;1500934;1466112;1535756;1042;0.43;1;0;0;266;0;0;0;328x260x214;21.28;0;16/09/1848;5600000000000000000;NA;Secondary;Saturn;NA;NA;NA;46411634355674500;##########;1460000000;29500000;10033124087774800;330000000000000000000
Hyrrokkin;FALSO;18437300;0;0;333;151.4;1;0;0;4;0;0;0;NA;931.8;0;38333;350000000000000;NA;Secondary;Saturn;NA;NA;NA;3776832833440900;##########;33000;1840;12324573814940000;136745385048970.97
Iapetus;FALSO;3560851;3460068;3661612;283;14.72;44805;0;0;1471.2;0;0;0;NA;79.33;1735.92;25/10/1671;1810000000000000000000;NA;Secondary;Saturn;NA;NA;NA;19596809863709500;##########;4460000000;953000000;2380281873891670;19000000000000000000000
Ijiraq;FALSO;11367400;0;0;316;49.1;1;0;0;5;0;0;0;NA;451.4;0;36792;1180000000000000;NA;Secondary;Saturn;NA;NA;NA;6125824726850460;##########;51600;621;7598637565367430;1212827403880459.5
Io;FALSO;421800;0;0;4;36;4;1.79;0;1821.5;0;0;0;NA;176914;424593;07/01/1610;89300000000000000000000;NA;Secondary;Jupiter;NA;NA;NA;##########;##########;68400000000;4.7e-5;28195588481728300;66700000000000000000000000
Iocaste;FALSO;21272000;0;0;216;149.4;1;0;0;44714;0;0;0;NA;631.5;0;36853;190000000000000;NA;Secondary;Jupiter;NA;NA;NA;3273526701767580;##########;13900;100;1421945372648940;55766865029834.03
Isonoe;FALSO;23231000;0;0;246;165.2;1;0;0;44805;0;0;0;NA;725.5;0;36853;75000000000000;NA;Secondary;Jupiter;NA;NA;NA;2997477078042270;##########;7440;395;15528964343741800;##########
Janus;FALSO;151460;0;0;7;0.14;1;0;0;33;0;0;0;195x194x152;0.7;0;24456;1900000000000000000;NA;Secondary;Saturn;NA;NA;NA;##########;##########;22500000;1000000;10124475655387700;11000000000000000000000
Jarnsaxa;FALSO;19356400;0;0;216;163.3;1;0;0;3;0;0;0;NA;964.7;0;38722;100000000000000;NA;Secondary;Saturn;NA;NA;NA;3597492302287610;##########;186000;53;12938954217347600;35447866569085.87
Juliet;FALSO;64400;0;0;0;0.07;1;0;0;53;0;0;0;NA;49307;0;31415;560000000000000000;NA;Secondary;Uranus;NA;NA;NA;##########;##########;57900000;2950000;430000000000;17900000000000000000000
Jupiter;VERDADERO;778340821;740379835;816620000;489;1304;13262;24.79;60200;69911;71492;66854;6487;NA;4332589;9925;NA;1900000000000000000000000000;1430000000000000;Primary;NA;503;538;##########;984000000000;17720455651136900;10079659175537100;1;##########;417000000000000000000000
Kale;FALSO;23302000;0;0;0.26;165;1;0;0;1;0;0;0;NA;729.5;0;37244;15000000000000;NA;Secondary;Jupiter;NA;NA;NA;2988340056647490;##########;2060;8;15576424912309900;##########
Kallichore;FALSO;23273000;0;0;264;165.5;1;0;0;2;0;0;0;NA;764.7;0;2003;15000000000000;NA;Secondary;Jupiter;NA;NA;NA;2992068061702400;##########;8250;8;15557039609655300;##########
Kalyke;FALSO;23564000;0;0;245;165.2;1;0;0;44714;0;0;0;NA;743;0;36853;190000000000000;NA;Secondary;Jupiter;NA;NA;NA;2955120522831430;##########;13900;100;15751561094913300;##########
Kari;FALSO;22077100;0;0;478;156.3;1;0;0;3;0;0;0;NA;1233.6;0;38333;230000000000000;NA;Secondary;Saturn;NA;NA;NA;3154150681022410;##########;186000;1210;1475762983570320;62673372510071.38
Kerberos;FALSO;59000;0;0;0;0;1;0;0;33;0;0;0;39x37x25;2.74;0;40744;24000000000000000;NA;Secondary;Pluto;NA;NA;NA;##########;##########;22500000;12600;394000000000;916000000000000000000
Kiviuq;FALSO;11311100;0;0;334;48.7;1;0;0;7;0;0;0;NA;449.2;0;36745;2790000000000000;NA;Secondary;Saturn;NA;NA;NA;6156333159462820;##########;1010000;1470;7561003339869060;2896200000000000
Kore;FALSO;24486000;0;0;325;145;1;0;0;1;0;0;0;NA;779.2;0;2003;15000000000000;NA;Secondary;Jupiter;NA;NA;NA;2843841378747030;##########;2060;8;16367880027586500;##########
Laomedeia;FALSO;23567000;0;0;424;34.7;1;0.01;0;20;0;0;0;NA;463007;0;37481;100000000000000000;NA;Secondary;Neptune;NA;NA;NA;29548181779607000;##########;825000;52600;15753566471050000;23913000000000000
Larissa;FALSO;73548;0;0;14;0.2;1;34;0;33;0;0;0;108 x 102 x 84;55465;0;29730;5000000000000000000;NA;Secondary;Neptune;NA;NA;NA;##########;##########;22500000;2630000;492000000000;123000000000000000000000
Leda;FALSO;11165000;0;0;164;27.46;1;73;0;5;0;0;0;NA;240.92;0;27283;600000000000000000;NA;Secondary;Jupiter;NA;NA;NA;62368741603224300;##########;51600;316000;746334152201272;639250000000000000
Loge;FALSO;23065500;0;0;335;173.1;1;0;0;3;0;0;0;NA;1312;0;38334;150000000000000;NA;Secondary;Saturn;NA;NA;NA;30189893997528700;##########;186000;79;15418334426868200;37445944643337.65
Lysithea;FALSO;11717000;0;0;112;44648;1;13;0;12;0;0;0;NA;259.22;0;14067;80000000000000000;NA;Secondary;Jupiter;NA;NA;NA;5943108304173420;##########;2970000;42100;7832330731161930;77392000000000000
Mab;FALSO;97736;0;0;0;0.13;1;0;0;12;0;0;0;NA;923;0;37858;10000000000000000;NA;Secondary;Uranus;NA;NA;NA;##########;##########;2970000;52600;653000000000;139000000000000000000
Margaret;FALSO;23808000;0;0;6772;57.37;1;0;0;10;0;0;0;NA;1694.8;0;37862;5400000000000000;NA;Secondary;Uranus;NA;NA;NA;29248655913978400;##########;2060000;28400;15914665020696700;1265281653429045.2
Mars;VERDADERO;227943824;206700000;249200000;935;1.85;39341;3.71;5030;543969;3396.19;539131;589;NA;686.98;246229;NA;642000000000000000000000;163000000000;Primary;NA;0.25;0.17;7784519549393160;30697541513561600;5525557472441100;23700000000;338000000000;##########;1640000000000000000000
Megaclite;FALSO;14146700;0;0;421;152.8;1;0;0;44744;0;0;0;NA;752.8;0;36853;210000000000000;NA;Secondary;Jupiter;NA;NA;NA;4922311917266920;##########;15000;1110;9456484864259500;139363256461461.95
Mercury;VERDADERO;57909227;46001200;69816900;2056;7;54291;44745;4250;196958;2440.53;197049;0;NA;87969;1407.6;NA;330000000000000000000000;60830000000;Primary;NA;88;142;793862161040997;12066840401789500;##########;123000000000;174000000000;3870992730647200;13100000000000000000000
Methone;FALSO;194440;194421;194459;0;0;1;0;0;44713;0;0;0;NA;44562;0;38139;20000000000000;NA;Secondary;Saturn;NA;NA;NA;##########;##########;5280;105;12997511200538700;70258000000000000
Metis;FALSO;128000;127974;128026;1;19;1;5;0;22;0;0;0;30 x 20 x 17;29478;7075;28918;100000000000000000;NA;Secondary;Jupiter;NA;NA;NA;544034375;979261875;998000;52600;856000000000;811000000000000000000
Mimas;FALSO;185539;181770;189270;202;1.53;1;0;0;396.4;0;0;0;415x394x381;0.94;22.56;17/09/1789;37900000000000000000;NA;Secondary;Saturn;NA;NA;NA;##########;##########;324000000;19900000;12402516100785600;146000000000000000000000
Miranda;FALSO;129900;129703;130041;13;4.34;44593;0;0;240;0;0;0;NA;141348;339235;17579;66000000000000000000;NA;Secondary;Uranus;NA;NA;NA;##########;##########;1190000000;34700000;868000000000;519000000000000000000000
Mneme;FALSO;21036000;0;0;227;148.6;1;0;0;2;0;0;0;NA;620;0;2003;15000000000000;NA;Secondary;Jupiter;NA;NA;NA;3310249096786460;##########;8250;8;14061697470403900;##########
Moon;FALSO;384400;363300;405500;549;5145;3344;1.62;2380;33;1738.1;1736;12;NA;273217;655728;NA;73500000000000000000000;21968000000;Secondary;Earth;NA;NA;NA;##########;##########;22500000;387000000000;25695552897999900;66100000000000000000000000
Mundilfari;FALSO;18667900;0;0;0.21;169.4;1;0;0;3;0;0;0;NA;952.6;0;36792;230000000000000;NA;Secondary;Saturn;NA;NA;NA;3730173184985990;##########;186000;1210;12478720393979500;87654896878424.11
Naiad;FALSO;48227;0;0;0;4.74;1;0.01;0;33;0;0;0;48 x 30 x 26;2944;0;32769;200000000000000000;NA;Secondary;Neptune;NA;NA;NA;##########;##########;22500000;1050000;3220000000000;11400000000000000000000
Namaka;FALSO;39300;0;0;0;0;1;0;0;33;0;0;0;39x37x25;2.74;0;38533;24000000000000000;NA;Secondary;136108 Haumea;NA;NA;NA;##########;##########;22500000;12600;263000000000;2060000000000000000000
Narvi;FALSO;19417300;0;0;431;145.8;1;0;0;3;0;0;0;NA;1003.9;0;37657;230000000000000;NA;Secondary;Saturn;NA;NA;NA;3586209205193300;##########;186000;1210;1297966335292230;81019476666391.97
Neptune;VERDADERO;4498396441;2147483647;2147483647;113;1769;1638;11.15;23560;24622;24764;24341;1708;NA;60189;44881;23/09/1846;102000000000000000000000000;62500000000000;Primary;NA;0.29;442;27858249283654300;160000000000;2884884018162500;12502632704753900;5368421052631570;##########;669000000000000000000
Nereid;FALSO;5513818;1372000;9655000;7512;7.23;1;71;0;170;0;0;0;NA;36013619;0;18019;30000000000000000000;NA;Secondary;Neptune;NA;NA;NA;12632118071361800;##########;5960000;158000000;3685759679733190;131000000000000000000
Neso;FALSO;49285000;0;0;495;132.6;1;0;0;30;0;0;0;NA;9374;0;37482;100000000000000000;NA;Secondary;Neptune;NA;NA;NA;14129491731764200;##########;18600000;52600;32944987632100000;5467800000000000
Nix;FALSO;48708;0;0;0;0;1;0;0;33;0;0;0;39x37x25;2.74;0;38487;24000000000000000;NA;Secondary;Pluto;NA;NA;NA;##########;##########;22500000;12600;326000000000;1340000000000000000000
Oberon;FALSO;583500;582702;584336;14;0.07;1.56;0;0;761.4;0;0;0;NA;1346323;3231176;11/01/1787;2880000000000000000000;NA;Secondary;Uranus;NA;NA;NA;##########;##########;12000000000;15200000000;39004565858436300;1120000000000000000000000
Ophelia;FALSO;53800;0;0;99;0.1;1;0;0;21;0;0;0;NA;3764;0;31432;54000000000000000;NA;Secondary;Uranus;NA;NA;NA;##########;##########;909000;284000;360000000000;2480000000000000000000
Orthosie;FALSO;21164000;0;0;281;145.9;1;8.1e-4;0;1;0;0;0;NA;622.6;0;37236;15000000000000;NA;Secondary;Jupiter;NA;NA;NA;3290223965223960;##########;2060;8;14147260185568900;##########
Paaliaq;FALSO;15024000;6908035;23139965;364;47.2;1;0;0;10;0;0;0;NA;686.9;0;36745;7250000000000000;NA;Secondary;Saturn;NA;NA;NA;463493077742279;##########;2060000;38200;10042923692496100;4265900000000000
Pallene;FALSO;212280;0;0;0;0;1;0;0;33;0;0;0;5x4x4;1.14;0;38139;60000000000000;NA;Secondary;Saturn;NA;NA;NA;##########;##########;22500000;32;14190041543151400;176840000000000000
Pan;FALSO;133580;0;0;0;0;0;0;0;33;0;0;0;35x32x21;575;0;29820;4950000000000000;NA;Secondary;Saturn;NA;NA;NA;##########;##########;22500000;26100;89300000000;36800000000000000000
Pandia;FALSO;11525000;0;0;0.18;44620;1;0;0;44682;0;0;0;NA;252;0;43298;24000000000000000;NA;Secondary;Jupiter;NA;NA;NA;60420260303687600;##########;46400;12600;7703986658414380;23998000000000000
Pandora;FALSO;141720;0;0;42;0;0;0;0;33;0;0;0;103x80x64;629;0;??/10/1980;140000000000000000;NA;Secondary;Saturn;NA;NA;NA;##########;##########;22500000;73700;947000000000;926000000000000000000
Pasiphae;FALSO;23624000;0;0;409;151.4;1;22;0;18;0;0;0;NA;743.6;0;2949;300000000000000000;NA;Secondary;Jupiter;NA;NA;NA;29476803250931200;##########;668000;1580000;15791668617646900;71393000000000000
Pasithee;FALSO;23090000;0;0;267;165.1;1;8.1e-4;0;1;0;0;0;NA;716.3;0;37236;15000000000000;NA;Secondary;Jupiter;NA;NA;NA;30157773928107400;##########;2060;8;1543471166531780;##########
Perdita;FALSO;76417;0;0;0;0.47;1;0;0;13;0;0;0;NA;638;0;31430;18000000000000000000;NA;Secondary;Uranus;NA;NA;NA;##########;##########;3490000;9470000;511000000000;4090000000000000000000000000000000000000
Philophrosyne;FALSO;22622000;0;0;194;143.6;1;0;0;1;0;0;0;NA;668.4;0;2003;15000000000000;NA;Secondary;Jupiter;NA;NA;NA;3078167270798330;##########;2060;8;1512187298799560;##########
Phobos;FALSO;9376;9234;9518;151;1075;44805;57;11.39;33;13;44570;0;26.8 x 22.4 x 18.4;31891;7653;12/08/1877;10600000000000000;5783.61;Secondary;Mars;NA;NA;NA;##########;##########;22500000;5580;62700000000;16000000000000000000000
Phoebe;FALSO;12947913;0;0;164;174.8;2;0;0;214.4;0;0;0;230x220x210;548.2;92736;17/03/1899;8290000000000000000;NA;Secondary;Saturn;NA;NA;NA;53796808798452600;##########;94800000;43600000;865514525000522;6570000000000000000
Pluto;VERDADERO;5906440628;2147483647;2147483647;2488;17.16;2;0.62;1210;1188.3;1188.3;1195;0;NA;90465;-1532928;11007;13000000000000000000000;7150000000;Primary;NA;NA;575;31000000000;1180000000000;2125738019015940;29100000000;6840000000;##########;49492000000000000
Polydeuces;FALSO;377200;0;0;0;0;1;0;0;2;0;0;0;3x2x2;2.74;0;38281;10000000000000;NA;Secondary;Saturn;NA;NA;NA;##########;##########;8250;5;25214262625196500;9334600000000000
Portia;FALSO;66100;0;0;0;0.06;1;0;0;70;0;0;0;NA;5132;0;31415;1700000000000000000;NA;Secondary;Uranus;NA;NA;NA;##########;##########;101000000;895000;4420000000000;51700000000000000000000
Praxidike;FALSO;21148000;0;0;0.23;149;1;0;0;44654;0;0;0;NA;625.3;0;36853;430000000000000;NA;Secondary;Jupiter;NA;NA;NA;32927246075278900;##########;238000;226;1413656484617330;127693599959273.58
Prometheus;FALSO;139380;0;0;204;0;0;0;0;33;0;0;0;133x79x61;613;0;??/10/1980;160000000000000000;NA;Secondary;Saturn;NA;NA;NA;##########;##########;22500000;84200;93200000000;1090000000000000000000
Prospero;FALSO;16276800;0;0;4445;151.83;1;0;0;25;0;0;0;NA;-1977.3;0;36359;85000000000000000;NA;Secondary;Uranus;NA;NA;NA;4278279514400860;##########;12900000;44700;10880368767173900;42611000000000000
Proteus;FALSO;117646;0;0;0;0.04;1;75;0;33;0;0;0;220 x 208 x 202;112232;0;32675;50000000000000000000;NA;Secondary;Neptune;NA;NA;NA;##########;##########;22500000;263000000;786000000000;480000000000000000000000
Psamathe;FALSO;48096000;0;0;0.45;137.4;1;0;0;20;0;0;0;NA;2635469;0;37852;20000000000000000;NA;Secondary;Neptune;NA;NA;NA;14478584497671300;##########;825000;105000;3215019022326230;1148289402012121.2
Puck;FALSO;86000;0;0;0;0.32;1;0;0;81;0;0;0;NA;76183;0;31411;2900000000000000000;NA;Secondary;Uranus;NA;NA;NA;##########;##########;135000000;1530000;575000000000;52100000000000000000000
Remus;FALSO;706;0;0;0;0;1;0;0;33;0;0;0;39x37x25;2.74;0;38573;24000000000000000;NA;Secondary;87 Sylvia;NA;NA;NA;##########;##########;22500000;12600;4720000000;6400000000000000000000000
Rhea;FALSO;527068;526543;527597;1;0.35;1;0;0;1528.6;0;0;0;NA;4518;108432;23/12/1672;2300000000000000000000;NA;Secondary;Saturn;NA;NA;NA;##########;##########;4820000000;12100000000;3523231965359780;1100000000000000000000000
Romulus;FALSO;1356;0;0;0;0;1;0;0;33;0;0;0;39x37x25;2.74;0;36940;24000000000000000;NA;Secondary;87 Sylvia;NA;NA;NA;##########;##########;22500000;12600;9060000000;1730000000000000000000000
Rosalind;FALSO;69900;0;0;0;0.28;1;0;0;36;0;0;0;NA;55846;0;31425;25000000000000000;NA;Secondary;Uranus;NA;NA;NA;##########;##########;26700000;132000;467000000000;680000000000000000000
S/2003 J 10;FALSO;23042000;0;0;214;164.1;1;0;0;1;0;0;0;NA;767;0;2003;15000000000000;NA;Secondary;Jupiter;NA;NA;NA;30220597170384500;##########;2060;8;15402625647130900;##########
S/2003 J 12;FALSO;17835000;0;0;376;145.8;1;0;0;0.5;0;0;0;NA;533.3;0;2003;1000000000000;NA;Secondary;Jupiter;NA;NA;NA;3904359405663020;##########;516;1;11921961132565700;##########
S/2003 J 16;FALSO;20948000;0;0;0.23;148.5;1;0;0;1;0;0;0;NA;595.4;0;2003;15000000000000;NA;Secondary;Jupiter;NA;NA;NA;3324150276876070;##########;2060;8;14002873103727900;##########
S/2003 J 18;FALSO;20494000;0;0;105;146.4;1;0;0;1;0;0;0;NA;606.3;0;2003;15000000000000;NA;Secondary;Jupiter;NA;NA;NA;33977895969552000;##########;2060;8;13699392848376900;##########
S/2003 J 19;FALSO;23532000;0;0;334;162.9;1;0;0;1;0;0;0;NA;701.3;0;2003;15000000000000;NA;Secondary;Jupiter;NA;NA;NA;2959132245453;##########;2060;8;15730170416122100;##########
S/2003 J 2;FALSO;28332000;0;0;0.38;151.8;1;0;0;1;0;0;0;NA;982.5;0;2003;15000000000000;NA;Secondary;Jupiter;NA;NA;NA;24577968374982300;##########;2060;8;1893877223481090;##########
S/2003 J 23;FALSO;23549000;0;0;309;149.2;1;0;0;1;0;0;0;NA;759.7;0;2003;15000000000000;NA;Secondary;Jupiter;NA;NA;NA;2956996050787710;##########;2060;8;15741534214229900;##########
S/2003 J 4;FALSO;23928000;0;0;204;144.9;1;0;0;1;0;0;0;NA;723.2;0;2003;15000000000000;NA;Secondary;Jupiter;NA;NA;NA;2910159645603470;##########;2060;8;15994880066163900;##########
S/2003 J 9;FALSO;23385000;0;0;269;164.5;1;0;0;0.5;0;0;0;NA;683;0;2003;1500000000000;NA;Secondary;Jupiter;NA;NA;NA;29777314517853300;##########;516;1;15631906985424700;##########
S/2004 S 12;FALSO;19867500;0;0;401;164;1;0;0;3;0;0;0;NA;1048;0;38333;90000000000000;NA;Secondary;Saturn;NA;NA;NA;3504945262363150;##########;186000;474;13280603465166800;30282752339572.43
S/2004 S 13;FALSO;18408700;0;0;273;167.4;1;0;0;3;0;0;0;NA;906;0;38333;150000000000000;NA;Secondary;Saturn;NA;NA;NA;3782695138711580;##########;186000;79;12305455895770300;##########
S/2004 S 17;FALSO;19449900;0;0;259;166.6;1;0;0;2;0;0;0;NA;986;0;38334;50000000000000;NA;Secondary;Saturn;NA;NA;NA;35801932143609900;##########;8250;26;13001455106940900;17553937086431.43
S/2004 S 3;FALSO;141000;0;0;0.02;0;1;0;0;2;0;0;0;NA;0.62;0;38159;24000000000000000;NA;Secondary;Saturn;NA;NA;NA;##########;##########;8250;12600;943000000000;160000000000000000000
S/2004 S 4;FALSO;140100;0;0;0;0;1;0;0;2;0;0;0;NA;0.61;0;38239;24000000000000000;NA;Secondary;Saturn;NA;NA;NA;##########;##########;8250;12600;937000000000;162000000000000000000
S/2004 S 6;FALSO;140000;0;0;2;0.02;1;0;0;44683;0;0;0;NA;0.61;0;38288;24000000000000000;NA;Secondary;Saturn;NA;NA;NA;##########;##########;129000;12600;936000000000;163000000000000000000
S/2004 S 7;FALSO;21005800;0;0;0.58;165.1;1;0;0;3;0;0;0;NA;1103;0;38333;150000000000000;NA;Secondary;Saturn;NA;NA;NA;3315012996410510;##########;186000;79;14041510017294600;##########
S/2006 S 1;FALSO;18797400;0;0;0.13;154.2;1;0;0;3;0;0;0;NA;970;0;38721;100000000000000;NA;Secondary;Saturn;NA;NA;NA;3704475086980110;##########;186000;53;12565285797212800;37587523489714.5
S/2006 S 3;FALSO;22100100;0;0;471;150.8;1;0;0;3;0;0;0;NA;1142;0;38722;150000000000000;NA;Secondary;Saturn;NA;NA;NA;31508680956194700;##########;186000;79;14773004386084400;40788906272652.87
S/2007 S 2;FALSO;16723300;0;0;218;176.7;1;0;0;3;0;0;0;NA;800;0;39203;150000000000000;NA;Secondary;Saturn;NA;NA;NA;4163920996454040;##########;186000;79;1117883558218310;71233876083027.98
S/2007 S 3;FALSO;18981900;0;0;0.13;177.2;1;0;0;3;0;0;0;NA;1100;0;39203;150000000000000;NA;Secondary;Saturn;NA;NA;NA;3668468383038570;##########;186000;79;1268861642961870;55290583794420.07
S/2009 S 1;FALSO;117000;0;0;0;0;1;0;0;0.3;0;0;0;NA;4715;0;40020;100000000000;NA;Secondary;Saturn;NA;NA;NA;##########;##########;19;1;782000000000;970214040470450.6
S/2010 J 1;FALSO;23314335;0;0;0.32;163.2;1;0;0;1;0;0;0;NA;723.2;0;40428;24000000000000000;NA;Secondary;Jupiter;NA;NA;NA;2986759004706760;##########;2060;12600;1558467035052520;5864100000000000
S/2010 J 2;FALSO;20320000;0;0;307;150.4;1;0;0;0.5;0;0;0;NA;588.1;0;40429;24000000000000000;NA;Secondary;Jupiter;NA;NA;NA;3426882381889760;##########;516;12600;13583081032449400;7719700000000000
S/2011 J 1;FALSO;20155290;0;0;296;162.8;1;0;0;0.5;0;0;0;NA;580.7;0;40937;24000000000000000;NA;Secondary;Jupiter;NA;NA;NA;34548870296582100;##########;516;12600;13472979197958500;7846400000000000
S/2011 J 2;FALSO;23329710;0;0;332;148.8;1;0;0;0.5;0;0;0;NA;726.8;0;40937;24000000000000000;NA;Secondary;Jupiter;NA;NA;NA;298478849501344;##########;516;12600;1559494790322570;5856400000000000
S/2015 (136472) 1;FALSO;21100;0;0;0;0;1;0;0;33;0;0;0;39x37x25;2.74;0;42486;24000000000000000;NA;Secondary;136472 Makemake;NA;NA;NA;##########;##########;22500000;12600;141000000000;7160000000000000000000
S/2016 J 1;FALSO;20651000;0;0;141;139.8;1;0;0;0.5;0;0;0;NA;602.7;0;42892;24000000000000000;NA;Secondary;Jupiter;NA;NA;NA;33719553532516500;##########;516;12600;13804340866196500;7474300000000000
S/2017 J 1;FALSO;23587000;0;0;397;149.2;1;0;0;2;0;0;0;NA;734.2;0;42892;24000000000000000;NA;Secondary;Jupiter;NA;NA;NA;2952236401407550;##########;8250;12600;15766935645294500;5729300000000000
S/2017 J 2;FALSO;23303000;0;0;236;166.4;1;0;0;1;0;0;0;NA;723;0;43298;24000000000000000;NA;Secondary;Jupiter;NA;NA;NA;298821181822083;##########;2060;12600;1557709337102210;5869800000000000
S/2017 J 3;FALSO;20694000;0;0;148;147.9;1;0;0;1;0;0;0;NA;606;0;43298;24000000000000000;NA;Secondary;Jupiter;NA;NA;NA;3364951193582680;##########;2060;12600;13833084590822300;7443200000000000
S/2017 J 5;FALSO;23232000;0;0;284;164.3;1;0;0;1;0;0;0;NA;719;0;43298;24000000000000000;NA;Secondary;Jupiter;NA;NA;NA;29973441804407700;##########;2060;12600;15529632802454000;5905800000000000
S/2017 J 6;FALSO;22455000;0;0;557;155.2;1;0;0;1;0;0;0;NA;683;0;43298;24000000000000000;NA;Secondary;Jupiter;NA;NA;NA;31010598975729200;##########;2060;12600;15010240383053700;6321600000000000
S/2017 J 7;FALSO;20627000;0;0;215;143.4;1;0;0;1;0;0;0;NA;603;0;43298;24000000000000000;NA;Secondary;Jupiter;NA;NA;NA;3375881126678620;##########;2060;12600;13788297857103100;7491700000000000
S/2017 J 8;FALSO;23233000;0;0;312;164.7;1;0;0;0.5;0;0;0;NA;720;0;43298;24000000000000000;NA;Secondary;Jupiter;NA;NA;NA;29972130159686600;##########;516;12600;1553030126116620;5905300000000000
S/2017 J 9;FALSO;21487000;0;0;229;152.7;1;0;0;44682;0;0;0;NA;639;0;43298;24000000000000000;NA;Secondary;Jupiter;NA;NA;NA;324076650998278;##########;46400;12600;1436317234961820;6904000000000000
Sao;FALSO;22228000;0;0;293;48.5;1;0.01;0;20;0;0;0;NA;370358;0;37482;100000000000000000;NA;Secondary;Neptune;NA;NA;NA;3132814468238250;##########;825000;52600;148585002553783;26881000000000000
Saturn;VERDADERO;1426666422;1349823615;1503509229;565;2485;6871;10.44;36090;58232;60268;54364;9796;NA;10759.22;10656;NA;568000000000000000000000000;827000000000000;Primary;NA;342;499;##########;529000000000;952032780091603;6993236758857440;29894736842105200;##########;37100000000000000000000
Setebos;FALSO;17420400;0;0;5908;158.24;1;0;0;24;0;0;0;NA;-2234.8;0;36359;75000000000000000;NA;Secondary;Uranus;NA;NA;NA;3997416821657360;##########;11900000;395000;11644818150476500;32823000000000000
Shoemaker-Levy 9;FALSO;0;0;0;0;0;1;0;0;33;0;0;0;39x37x25;2.74;0;34052;24000000000000000;NA;Primary;NA;NA;NA;NA;Inf;Inf;22500000;12600;0;Inf
Siarnaq;FALSO;18015400;0;0;295;45.6;1;0;0;16;0;0;0;NA;895.6;0;36792;43500000000000000;NA;Secondary;Saturn;NA;NA;NA;3865348535142150;##########;52800;229000;12042551084251400;17801000000000000
Sinope;FALSO;23939000;0;0;0.25;158.1;1;14;0;14;0;0;0;NA;758.9;0;5316;80000000000000000;NA;Secondary;Jupiter;NA;NA;NA;2908876728351220;##########;404000;42100;16002233111998400;18540000000000000
Skathi;FALSO;15614300;0;0;0.27;148.5;1;0;0;3;0;0;0;NA;728.2;0;36792;350000000000000;NA;Secondary;Saturn;NA;NA;NA;4459661976521520;##########;186000;1840;10437514870323600;190661183506169.72
Skoll;FALSO;17663300;0;0;464;161.2;1;0;0;3;0;0;0;NA;878.3;0;38333;150000000000000;NA;Secondary;Saturn;NA;NA;NA;39423267452854200;##########;186000;79;11807186771676400;63853814660109.45
Sponde;FALSO;23790000;0;0;312;151;1;0;0;1;0;0;0;NA;748.3;0;37244;15000000000000;NA;Secondary;Jupiter;NA;NA;NA;29270407734342100;##########;2060;8;15902632763876600;##########
Stephano;FALSO;8007400;0;0;2248;143.82;1;0;0;16;0;0;0;NA;-676.5;0;36359;22000000000000000;NA;Secondary;Uranus;NA;NA;NA;8696430801508600;##########;52800;116000;5352616292285230;45570000000000000
Styx;FALSO;45000;0;0;0;0;1;0;0;33;0;0;0;39x37x25;2.74;0;41101;24000000000000000;NA;Secondary;Pluto;NA;NA;NA;15475;323362;22500000;12600;301000000000;1570000000000000000000
Sun;FALSO;0;0;0;0;0;1408;274;617000;696342;0;0;0;39x37x25;2.74;601;NA;1990000000000000000000000000000;1410000000000000000;Primary;NA;NA;NA;NA;Inf;Inf;1;##########;0;Inf
Surtur;FALSO;22920400;0;0;451;177.5;1;0;0;3;0;0;0;NA;1297.7;0;38333;150000000000000;NA;Secondary;Saturn;NA;NA;NA;30381014292944200;##########;186000;79;1532134106772410;##########
Suttungr;FALSO;19476700;0;0;114;175.8;1;0;0;3;0;0;0;NA;1016.7;0;36792;230000000000000;NA;Secondary;Saturn;NA;NA;NA;3575271991661830;##########;186000;1210;13019369800428500;80526044180309.06
Sycorax;FALSO;12179400;0;0;5219;159.42;1;0;0;75;0;0;0;NA;-1283.4;0;35679;2300000000000000000;NA;Secondary;Uranus;NA;NA;NA;5717991034041080;##########;116000000;12100000;8141426039695630;2059300000000000000
Tarqeq;FALSO;17909900;0;0;0.16;46.1;1;0;0;3;0;0;0;NA;887.5;0;38722;230000000000000;NA;Secondary;Saturn;NA;NA;NA;3888045159381120;##########;186000;1210;11972028690111500;95231536796871.3
Tarvos;FALSO;18263200;0;0;531;33.8;1;0;0;7;0;0;0;NA;926.2;0;36792;2300000000000000;NA;Secondary;Saturn;NA;NA;NA;3812853169214590;##########;1010000;12100;12208195153141300;915826834475457.4
Taygete;FALSO;23363000;0;0;252;165.2;1;0;0;44683;0;0;0;NA;732.2;0;36853;160000000000000;NA;Secondary;Jupiter;NA;NA;NA;29805440225998300;##########;129000;84;1561720089375570;##########
