eName,isPlanet,semimajorAxis,perihelion,aphelion,eccentricity,inclination,density,gravity,escape,meanRadius,equaRadius,polarRadius,flattening,dimension,sideralOrbit,sideralRotation,discoveryDate,mass_kg,volume,orbit_type,orbits,bondAlbido,geomAlbido,RV_abs,p_transit,transit_visibility,transit_depth,massj,semimajorAxis_AU,grav_int,is_exoplanet
Helene,FALSO,377420,0,0,5,0,44621,0,0,33,0,0,0,39x37x25,2.74,0,29281,2.4E+16,NA,Secondary,Saturn,NA,NA,NA,##########,##########,22500000,12600,2.5229E+15,2.24E+19,FALSE
Helike,FALSO,21064000,0,0,156,154.8,1,0,0,4,0,0,0,NA,634.8,0,2003,9E+13,NA,Secondary,Jupiter,NA,NA,NA,3.30586E+15,##########,33000,474,1.40804E+16,##########,FALSE
Hermippe,FALSO,21300000,0,0,0.21,150.7,1,15,0,2,0,0,0,NA,633.9,0,37244,9E+13,NA,Secondary,Jupiter,NA,NA,NA,3.26922E+15,##########,8250,474,1.42382E+15,##########,FALSE
Herse,FALSO,23405000,0,0,0.2,164.2,1,0,0,2,0,0,0,NA,717.3,0,2003,1.5E+13,NA,Secondary,Jupiter,NA,NA,NA,2.97519E+16,##########,8250,8,1.56453E+16,##########,FALSE
Hiʻiaka,FALSO,49500,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,38378,2.4E+16,NA,Secondary,136108 Haumea,NA,NA,NA,##########,##########,22500000,12600,3.31E+11,1.3E+21,FALSE
Himalia,FALSO,11461000,9782900,13082000,162,44708,1,62,0,85,0,0,0,NA,2505662,77808,1799,9.5E+18,NA,Secondary,Jupiter,NA,NA,NA,6.07649E+16,##########,14900000,0,7.66121E+15,9.61E+18,FALSE
Hippocamp,FALSO,105200,0,0,0,0,1,0,0,17,0,0,0,NA,0.95,0,41456,3E+16,NA,Secondary,Neptune,NA,NA,NA,##########,##########,59600,158000,7.03E+11,3.6E+20,FALSE
Hydra,FALSO,64749,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,38487,2.4E+16,NA,Secondary,Pluto,NA,NA,NA,##########,##########,22500000,12600,4.33E+12,7.6E+20,FALSE
Hyperion,FALSO,1500934,1466112,1535756,1042,0.43,1,0,0,266,0,0,0,328x260x214,21.28,0,16/09/1848,5.6E+18,NA,Secondary,Saturn,NA,NA,NA,4.64116E+16,##########,1460000000,29500000,1.00331E+16,3.3E+20,FALSE
Hyrrokkin,FALSO,18437300,0,0,333,151.4,1,0,0,4,0,0,0,NA,931.8,0,38333,3.5E+14,NA,Secondary,Saturn,NA,NA,NA,3.77683E+15,##########,33000,1840,1.23246E+16,1.36745E+14,FALSE
Iapetus,FALSO,3560851,3460068,3661612,283,14.72,44805,0,0,1471.2,0,0,0,NA,79.33,1735.92,25/10/1671,1.81E+21,NA,Secondary,Saturn,NA,NA,NA,1.95968E+16,##########,4460000000,953000000,2.38028E+15,1.9E+22,FALSE
Ijiraq,FALSO,11367400,0,0,316,49.1,1,0,0,5,0,0,0,NA,451.4,0,36792,1.18E+15,NA,Secondary,Saturn,NA,NA,NA,6.12582E+15,##########,51600,621,7.59864E+15,1.21283E+15,FALSE
Io,FALSO,421800,0,0,4,36,4,1.79,0,1821.5,0,0,0,NA,176914,424593,07/01/1610,8.93E+22,NA,Secondary,Jupiter,NA,NA,NA,##########,##########,68400000000,4.70E-05,2.81956E+16,6.67E+25,FALSE
Iocaste,FALSO,21272000,0,0,216,149.4,1,0,0,44714,0,0,0,NA,631.5,0,36853,1.9E+14,NA,Secondary,Jupiter,NA,NA,NA,3.27353E+15,##########,13900,100,1.42195E+15,5.57669E+13,FALSE
Isonoe,FALSO,23231000,0,0,246,165.2,1,0,0,44805,0,0,0,NA,725.5,0,36853,7.5E+13,NA,Secondary,Jupiter,NA,NA,NA,2.99748E+15,##########,7440,395,1.5529E+16,##########,FALSE
Janus,FALSO,151460,0,0,7,0.14,1,0,0,33,0,0,0,195x194x152,0.7,0,24456,1.9E+18,NA,Secondary,Saturn,NA,NA,NA,##########,##########,22500000,1000000,1.01245E+16,1.1E+22,FALSE
Jarnsaxa,FALSO,19356400,0,0,216,163.3,1,0,0,3,0,0,0,NA,964.7,0,38722,1E+14,NA,Secondary,Saturn,NA,NA,NA,3.59749E+15,##########,186000,53,1.2939E+16,3.54479E+13,FALSE
Juliet,FALSO,64400,0,0,0,0.07,1,0,0,53,0,0,0,NA,49307,0,31415,5.6E+17,NA,Secondary,Uranus,NA,NA,NA,##########,##########,57900000,2950000,4.3E+11,1.79E+22,FALSE
Jupiter,VERDADERO,778340821,740379835,816620000,489,1304,13262,24.79,60200,69911,71492,66854,6487,NA,4332589,9925,NA,1.9E+27,1.43E+15,Primary,NA,503,538,##########,9.84E+11,1.77205E+16,1.00797E+16,1,##########,4.17E+23,FALSE
Kale,FALSO,23302000,0,0,0.26,165,1,0,0,1,0,0,0,NA,729.5,0,37244,1.5E+13,NA,Secondary,Jupiter,NA,NA,NA,2.98834E+15,##########,2060,8,1.55764E+16,##########,FALSE
Kallichore,FALSO,23273000,0,0,264,165.5,1,0,0,2,0,0,0,NA,764.7,0,2003,1.5E+13,NA,Secondary,Jupiter,NA,NA,NA,2.99207E+15,##########,8250,8,1.5557E+16,##########,FALSE
Kalyke,FALSO,23564000,0,0,245,165.2,1,0,0,44714,0,0,0,NA,743,0,36853,1.9E+14,NA,Secondary,Jupiter,NA,NA,NA,2.95512E+15,##########,13900,100,1.57516E+16,##########,FALSE
Kari,FALSO,22077100,0,0,478,156.3,1,0,0,3,0,0,0,NA,1233.6,0,38333,2.3E+14,NA,Secondary,Saturn,NA,NA,NA,3.15415E+15,##########,186000,1210,1.47576E+15,6.26734E+13,FALSE
Kerberos,FALSO,59000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,40744,2.4E+16,NA,Secondary,Pluto,NA,NA,NA,##########,##########,22500000,12600,3.94E+11,9.16E+20,FALSE
Kiviuq,FALSO,11311100,0,0,334,48.7,1,0,0,7,0,0,0,NA,449.2,0,36745,2.79E+15,NA,Secondary,Saturn,NA,NA,NA,6.15633E+15,##########,1010000,1470,7.561E+15,2.8962E+15,FALSE
Kore,FALSO,24486000,0,0,325,145,1,0,0,1,0,0,0,NA,779.2,0,2003,1.5E+13,NA,Secondary,Jupiter,NA,NA,NA,2.84384E+15,##########,2060,8,1.63679E+16,##########,FALSE
Laomedeia,FALSO,23567000,0,0,424,34.7,1,0.01,0,20,0,0,0,NA,463007,0,37481,1E+17,NA,Secondary,Neptune,NA,NA,NA,2.95482E+16,##########,825000,52600,1.57536E+16,2.3913E+16,FALSE
Larissa,FALSO,73548,0,0,14,0.2,1,34,0,33,0,0,0,108 x 102 x 84,55465,0,29730,5E+18,NA,Secondary,Neptune,NA,NA,NA,##########,##########,22500000,2630000,4.92E+11,1.23E+23,FALSE
Leda,FALSO,11165000,0,0,164,27.46,1,73,0,5,0,0,0,NA,240.92,0,27283,6E+17,NA,Secondary,Jupiter,NA,NA,NA,6.23687E+16,##########,51600,316000,7.46334E+14,6.3925E+17,FALSE
Loge,FALSO,23065500,0,0,335,173.1,1,0,0,3,0,0,0,NA,1312,0,38334,1.5E+14,NA,Secondary,Saturn,NA,NA,NA,3.01899E+16,##########,186000,79,1.54183E+16,3.74459E+13,FALSE
Lysithea,FALSO,11717000,0,0,112,44648,1,13,0,12,0,0,0,NA,259.22,0,14067,8E+16,NA,Secondary,Jupiter,NA,NA,NA,5.94311E+15,##########,2970000,42100,7.83233E+15,7.7392E+16,FALSE
Mab,FALSO,97736,0,0,0,0.13,1,0,0,12,0,0,0,NA,923,0,37858,1E+16,NA,Secondary,Uranus,NA,NA,NA,##########,##########,2970000,52600,6.53E+11,1.39E+20,FALSE
Margaret,FALSO,23808000,0,0,6772,57.37,1,0,0,10,0,0,0,NA,1694.8,0,37862,5.4E+15,NA,Secondary,Uranus,NA,NA,NA,2.92487E+16,##########,2060000,28400,1.59147E+16,1.26528E+15,FALSE
Mars,VERDADERO,227943824,206700000,249200000,935,1.85,39341,3.71,5030,543969,3396.19,539131,589,NA,686.98,246229,NA,6.42E+23,1.63E+11,Primary,NA,0.25,0.17,7.78452E+15,3.06975E+16,5.52556E+15,23700000000,3.38E+11,##########,1.64E+21,FALSE
Megaclite,FALSO,14146700,0,0,421,152.8,1,0,0,44744,0,0,0,NA,752.8,0,36853,2.1E+14,NA,Secondary,Jupiter,NA,NA,NA,4.92231E+15,##########,15000,1110,9.45648E+15,1.39363E+14,FALSE
Mercury,VERDADERO,57909227,46001200,69816900,2056,7,54291,3.7,4250,196958,2440.53,197049,0,NA,87969,1407.6,NA,3.3E+23,60830000000,Primary,NA,88,142,7.93862E+14,1.20668E+16,##########,1.23E+11,1.74E+11,3.87099E+15,1.31E+22,FALSE
Methone,FALSO,194440,194421,194459,0,0,1,0,0,44713,0,0,0,NA,44562,0,38139,2E+13,NA,Secondary,Saturn,NA,NA,NA,##########,##########,5280,105,1.29975E+16,7.0258E+16,FALSE
Metis,FALSO,128000,127974,128026,1,19,1,5,0,22,0,0,0,30 x 20 x 17,29478,7075,28918,1E+17,NA,Secondary,Jupiter,NA,NA,NA,544034375,979261875,998000,52600,8.56E+11,8.11E+20,FALSE
Mimas,FALSO,185539,181770,189270,202,1.53,1,0,0,396.4,0,0,0,415x394x381,0.94,22.56,17/09/1789,3.79E+19,NA,Secondary,Saturn,NA,NA,NA,##########,##########,324000000,19900000,1.24025E+16,1.46E+23,FALSE
Miranda,FALSO,129900,129703,130041,13,4.34,44593,0,0,240,0,0,0,NA,141348,339235,17579,6.6E+19,NA,Secondary,Uranus,NA,NA,NA,##########,##########,1190000000,34700000,8.68E+11,5.19E+23,FALSE
Mneme,FALSO,21036000,0,0,227,148.6,1,0,0,2,0,0,0,NA,620,0,2003,1.5E+13,NA,Secondary,Jupiter,NA,NA,NA,3.31025E+15,##########,8250,8,1.40617E+16,##########,FALSE
Moon,FALSO,384400,363300,405500,549,5145,3344,1.62,2380,33,1738.1,1736,12,NA,273217,655728,NA,7.35E+22,21968000000,Secondary,Earth,NA,NA,NA,##########,##########,22500000,3.87E+11,2.56956E+16,6.61E+25,FALSE
Mundilfari,FALSO,18667900,0,0,0.21,169.4,1,0,0,3,0,0,0,NA,952.6,0,36792,2.3E+14,NA,Secondary,Saturn,NA,NA,NA,3.73017E+15,##########,186000,1210,1.24787E+16,8.76549E+13,FALSE
Naiad,FALSO,48227,0,0,0,4.74,1,0.01,0,33,0,0,0,48 x 30 x 26,2944,0,32769,2E+17,NA,Secondary,Neptune,NA,NA,NA,##########,##########,22500000,1050000,3.22E+12,1.14E+22,FALSE
Namaka,FALSO,39300,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,38533,2.4E+16,NA,Secondary,136108 Haumea,NA,NA,NA,##########,##########,22500000,12600,2.63E+11,2.06E+21,FALSE
Narvi,FALSO,19417300,0,0,431,145.8,1,0,0,3,0,0,0,NA,1003.9,0,37657,2.3E+14,NA,Secondary,Saturn,NA,NA,NA,3.58621E+15,##########,186000,1210,1.29797E+15,8.10195E+13,FALSE
Neptune,VERDADERO,4498396441,2147483647,2147483647,113,1769,1638,11.15,23560,24622,24764,24341,1708,NA,60189,44881,23/09/1846,1.02E+26,6.25E+13,Primary,NA,0.29,442,2.78582E+16,1.6E+11,2.88488E+15,1.25026E+16,5.36842E+15,##########,6.69E+20,FALSE
Nereid,FALSO,5513818,1372000,9655000,7512,7.23,1,71,0,170,0,0,0,NA,36013619,0,18019,3E+19,NA,Secondary,Neptune,NA,NA,NA,1.26321E+16,##########,5960000,158000000,3.68576E+15,1.31E+20,FALSE
Neso,FALSO,49285000,0,0,495,132.6,1,0,0,30,0,0,0,NA,9374,0,37482,1E+17,NA,Secondary,Neptune,NA,NA,NA,1.41295E+16,##########,18600000,52600,3.2945E+16,5.4678E+15,FALSE
Nix,FALSO,48708,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,38487,2.4E+16,NA,Secondary,Pluto,NA,NA,NA,##########,##########,22500000,12600,3.26E+11,1.34E+21,FALSE
Oberon,FALSO,583500,582702,584336,14,0.07,1.56,0,0,761.4,0,0,0,NA,1346323,3231176,11/01/1787,2.88E+21,NA,Secondary,Uranus,NA,NA,NA,##########,##########,12000000000,15200000000,3.90046E+16,1.12E+24,FALSE
Ophelia,FALSO,53800,0,0,99,0.1,1,0,0,21,0,0,0,NA,3764,0,31432,5.4E+16,NA,Secondary,Uranus,NA,NA,NA,##########,##########,909000,284000,3.6E+11,2.48E+21,FALSE
Orthosie,FALSO,21164000,0,0,281,145.9,1,8.10E-04,0,1,0,0,0,NA,622.6,0,37236,1.5E+13,NA,Secondary,Jupiter,NA,NA,NA,3.29022E+15,##########,2060,8,1.41473E+16,##########,FALSE
Paaliaq,FALSO,15024000,6908035,23139965,364,47.2,1,0,0,10,0,0,0,NA,686.9,0,36745,7.25E+15,NA,Secondary,Saturn,NA,NA,NA,4.63493E+14,##########,2060000,38200,1.00429E+16,4.2659E+15,FALSE
Pallene,FALSO,212280,0,0,0,0,1,0,0,33,0,0,0,5x4x4,1.14,0,38139,6E+13,NA,Secondary,Saturn,NA,NA,NA,##########,##########,22500000,32,1.419E+16,1.7684E+17,FALSE
Pan,FALSO,133580,0,0,0,0,0,0,0,33,0,0,0,35x32x21,575,0,29820,4.95E+15,NA,Secondary,Saturn,NA,NA,NA,##########,##########,22500000,26100,89300000000,3.68E+19,FALSE
Pandia,FALSO,11525000,0,0,0.18,44620,1,0,0,44682,0,0,0,NA,252,0,43298,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,6.04203E+16,##########,46400,12600,7.70399E+15,2.3998E+16,FALSE
Pandora,FALSO,141720,0,0,42,0,0,0,0,33,0,0,0,103x80x64,629,0,??/10/1980,1.4E+17,NA,Secondary,Saturn,NA,NA,NA,##########,##########,22500000,73700,9.47E+11,9.26E+20,FALSE
Pasiphae,FALSO,23624000,0,0,409,151.4,1,22,0,18,0,0,0,NA,743.6,0,2949,3E+17,NA,Secondary,Jupiter,NA,NA,NA,2.94768E+16,##########,668000,1580000,1.57917E+16,7.1393E+16,FALSE
Pasithee,FALSO,23090000,0,0,267,165.1,1,8.10E-04,0,1,0,0,0,NA,716.3,0,37236,1.5E+13,NA,Secondary,Jupiter,NA,NA,NA,3.01578E+16,##########,2060,8,1.54347E+15,##########,FALSE
Perdita,FALSO,76417,0,0,0,0.47,1,0,0,13,0,0,0,NA,638,0,31430,1.8E+19,NA,Secondary,Uranus,NA,NA,NA,##########,##########,3490000,9470000,5.11E+11,4.09E+39,FALSE
Philophrosyne,FALSO,22622000,0,0,194,143.6,1,0,0,1,0,0,0,NA,668.4,0,2003,1.5E+13,NA,Secondary,Jupiter,NA,NA,NA,3.07817E+15,##########,2060,8,1.51219E+15,##########,FALSE
Phobos,FALSO,9376,9234,9518,151,1075,44805,57,11.39,33,13,44570,0,26.8 x 22.4 x 18.4,31891,7653,12/08/1877,1.06E+16,5783.61,Secondary,Mars,NA,NA,NA,##########,##########,22500000,5580,62700000000,1.6E+22,FALSE
Phoebe,FALSO,12947913,0,0,164,174.8,2,0,0,214.4,0,0,0,230x220x210,548.2,92736,17/03/1899,8.29E+18,NA,Secondary,Saturn,NA,NA,NA,5.37968E+16,##########,94800000,43600000,8.65515E+14,6.57E+18,FALSE
Pluto,VERDADERO,5906440628,2147483647,2147483647,2488,17.16,2,0.62,1210,1188.3,1188.3,1195,0,NA,90465,-1532928,11007,1.3E+22,7150000000,Primary,NA,NA,575,31000000000,1.18E+12,2.12574E+15,29100000000,6840000000,##########,4.9492E+16,FALSE
Polydeuces,FALSO,377200,0,0,0,0,1,0,0,2,0,0,0,3x2x2,2.74,0,38281,1E+13,NA,Secondary,Saturn,NA,NA,NA,##########,##########,8250,5,2.52143E+16,9.3346E+15,FALSE
Portia,FALSO,66100,0,0,0,0.06,1,0,0,70,0,0,0,NA,5132,0,31415,1.7E+18,NA,Secondary,Uranus,NA,NA,NA,##########,##########,101000000,895000,4.42E+12,5.17E+22,FALSE
Praxidike,FALSO,21148000,0,0,0.23,149,1,0,0,44654,0,0,0,NA,625.3,0,36853,4.3E+14,NA,Secondary,Jupiter,NA,NA,NA,3.29272E+16,##########,238000,226,1.41366E+15,1.27694E+14,FALSE
Prometheus,FALSO,139380,0,0,204,0,0,0,0,33,0,0,0,133x79x61,613,0,??/10/1980,1.6E+17,NA,Secondary,Saturn,NA,NA,NA,##########,##########,22500000,84200,93200000000,1.09E+21,FALSE
Prospero,FALSO,16276800,0,0,4445,151.83,1,0,0,25,0,0,0,NA,-1977.3,0,36359,8.5E+16,NA,Secondary,Uranus,NA,NA,NA,4.27828E+15,##########,12900000,44700,1.08804E+16,4.2611E+16,FALSE
Proteus,FALSO,117646,0,0,0,0.04,1,75,0,33,0,0,0,220 x 208 x 202,112232,0,32675,5E+19,NA,Secondary,Neptune,NA,NA,NA,##########,##########,22500000,263000000,7.86E+11,4.8E+23,FALSE
Psamathe,FALSO,48096000,0,0,0.45,137.4,1,0,0,20,0,0,0,NA,2635469,0,37852,2E+16,NA,Secondary,Neptune,NA,NA,NA,1.44786E+16,##########,825000,105000,3.21502E+15,1.14829E+15,FALSE
Puck,FALSO,86000,0,0,0,0.32,1,0,0,81,0,0,0,NA,76183,0,31411,2.9E+18,NA,Secondary,Uranus,NA,NA,NA,##########,##########,135000000,1530000,5.75E+11,5.21E+22,FALSE
Remus,FALSO,706,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,38573,2.4E+16,NA,Secondary,87 Sylvia,NA,NA,NA,##########,##########,22500000,12600,4720000000,6.4E+24,FALSE
Rhea,FALSO,527068,526543,527597,1,0.35,1,0,0,1528.6,0,0,0,NA,4518,108432,23/12/1672,2.3E+21,NA,Secondary,Saturn,NA,NA,NA,##########,##########,4820000000,12100000000,3.52323E+15,1.1E+24,FALSE
Romulus,FALSO,1356,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,36940,2.4E+16,NA,Secondary,87 Sylvia,NA,NA,NA,##########,##########,22500000,12600,9060000000,1.73E+24,FALSE
Rosalind,FALSO,69900,0,0,0,0.28,1,0,0,36,0,0,0,NA,55846,0,31425,2.5E+16,NA,Secondary,Uranus,NA,NA,NA,##########,##########,26700000,132000,4.67E+11,6.8E+20,FALSE
S/2003 J 10,FALSO,23042000,0,0,214,164.1,1,0,0,1,0,0,0,NA,767,0,2003,1.5E+13,NA,Secondary,Jupiter,NA,NA,NA,3.02206E+16,##########,2060,8,1.54026E+16,##########,FALSE
S/2003 J 12,FALSO,17835000,0,0,376,145.8,1,0,0,0.5,0,0,0,NA,533.3,0,2003,1E+12,NA,Secondary,Jupiter,NA,NA,NA,3.90436E+15,##########,516,1,1.1922E+16,##########,FALSE
S/2003 J 16,FALSO,20948000,0,0,0.23,148.5,1,0,0,1,0,0,0,NA,595.4,0,2003,1.5E+13,NA,Secondary,Jupiter,NA,NA,NA,3.32415E+15,##########,2060,8,1.40029E+16,##########,FALSE
S/2003 J 18,FALSO,20494000,0,0,105,146.4,1,0,0,1,0,0,0,NA,606.3,0,2003,1.5E+13,NA,Secondary,Jupiter,NA,NA,NA,3.39779E+16,##########,2060,8,1.36994E+16,##########,FALSE
S/2003 J 19,FALSO,23532000,0,0,334,162.9,1,0,0,1,0,0,0,NA,701.3,0,2003,1.5E+13,NA,Secondary,Jupiter,NA,NA,NA,2.95913E+12,##########,2060,8,1.57302E+16,##########,FALSE
S/2003 J 2,FALSO,28332000,0,0,0.38,151.8,1,0,0,1,0,0,0,NA,982.5,0,2003,1.5E+13,NA,Secondary,Jupiter,NA,NA,NA,2.4578E+16,##########,2060,8,1.89388E+15,##########,FALSE
S/2003 J 23,FALSO,23549000,0,0,309,149.2,1,0,0,1,0,0,0,NA,759.7,0,2003,1.5E+13,NA,Secondary,Jupiter,NA,NA,NA,2.957E+15,##########,2060,8,1.57415E+16,##########,FALSE
S/2003 J 4,FALSO,23928000,0,0,204,144.9,1,0,0,1,0,0,0,NA,723.2,0,2003,1.5E+13,NA,Secondary,Jupiter,NA,NA,NA,2.91016E+15,##########,2060,8,1.59949E+16,##########,FALSE
S/2003 J 9,FALSO,23385000,0,0,269,164.5,1,0,0,0.5,0,0,0,NA,683,0,2003,1.5E+12,NA,Secondary,Jupiter,NA,NA,NA,2.97773E+16,##########,516,1,1.56319E+16,##########,FALSE
S/2004 S 12,FALSO,19867500,0,0,401,164,1,0,0,3,0,0,0,NA,1048,0,38333,9E+13,NA,Secondary,Saturn,NA,NA,NA,3.50495E+15,##########,186000,474,1.32806E+16,3.02828E+13,FALSE
S/2004 S 13,FALSO,18408700,0,0,273,167.4,1,0,0,3,0,0,0,NA,906,0,38333,1.5E+14,NA,Secondary,Saturn,NA,NA,NA,3.7827E+15,##########,186000,79,1.23055E+16,##########,FALSE
S/2004 S 17,FALSO,19449900,0,0,259,166.6,1,0,0,2,0,0,0,NA,986,0,38334,5E+13,NA,Secondary,Saturn,NA,NA,NA,3.58019E+16,##########,8250,26,1.30015E+16,1.75539E+13,FALSE
S/2004 S 3,FALSO,141000,0,0,0.02,0,1,0,0,2,0,0,0,NA,0.62,0,38159,2.4E+16,NA,Secondary,Saturn,NA,NA,NA,##########,##########,8250,12600,9.43E+11,1.6E+20,FALSE
S/2004 S 4,FALSO,140100,0,0,0,0,1,0,0,2,0,0,0,NA,0.61,0,38239,2.4E+16,NA,Secondary,Saturn,NA,NA,NA,##########,##########,8250,12600,9.37E+11,1.62E+20,FALSE
S/2004 S 6,FALSO,140000,0,0,2,0.02,1,0,0,44683,0,0,0,NA,0.61,0,38288,2.4E+16,NA,Secondary,Saturn,NA,NA,NA,##########,##########,129000,12600,9.36E+11,1.63E+20,FALSE
S/2004 S 7,FALSO,21005800,0,0,0.58,165.1,1,0,0,3,0,0,0,NA,1103,0,38333,1.5E+14,NA,Secondary,Saturn,NA,NA,NA,3.31501E+15,##########,186000,79,1.40415E+16,##########,FALSE
S/2006 S 1,FALSO,18797400,0,0,0.13,154.2,1,0,0,3,0,0,0,NA,970,0,38721,1E+14,NA,Secondary,Saturn,NA,NA,NA,3.70448E+15,##########,186000,53,1.25653E+16,3.75875E+13,FALSE
S/2006 S 3,FALSO,22100100,0,0,471,150.8,1,0,0,3,0,0,0,NA,1142,0,38722,1.5E+14,NA,Secondary,Saturn,NA,NA,NA,3.15087E+16,##########,186000,79,1.4773E+16,4.07889E+13,FALSE
S/2007 S 2,FALSO,16723300,0,0,218,176.7,1,0,0,3,0,0,0,NA,800,0,39203,1.5E+14,NA,Secondary,Saturn,NA,NA,NA,4.16392E+15,##########,186000,79,1.11788E+15,7.12339E+13,FALSE
S/2007 S 3,FALSO,18981900,0,0,0.13,177.2,1,0,0,3,0,0,0,NA,1100,0,39203,1.5E+14,NA,Secondary,Saturn,NA,NA,NA,3.66847E+15,##########,186000,79,1.26886E+15,5.52906E+13,FALSE
S/2009 S 1,FALSO,117000,0,0,0,0,1,0,0,0.3,0,0,0,NA,4715,0,40020,1E+11,NA,Secondary,Saturn,NA,NA,NA,##########,##########,19,1,7.82E+11,9.70214E+14,FALSE
S/2010 J 1,FALSO,23314335,0,0,0.32,163.2,1,0,0,1,0,0,0,NA,723.2,0,40428,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,2.98676E+15,##########,2060,12600,1.55847E+15,5.8641E+15,FALSE
S/2010 J 2,FALSO,20320000,0,0,307,150.4,1,0,0,0.5,0,0,0,NA,588.1,0,40429,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,3.42688E+15,##########,516,12600,1.35831E+16,7.7197E+15,FALSE
S/2011 J 1,FALSO,20155290,0,0,296,162.8,1,0,0,0.5,0,0,0,NA,580.7,0,40937,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,3.45489E+16,##########,516,12600,1.3473E+16,7.8464E+15,FALSE
S/2011 J 2,FALSO,23329710,0,0,332,148.8,1,0,0,0.5,0,0,0,NA,726.8,0,40937,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,2.98479E+14,##########,516,12600,1.55949E+15,5.8564E+15,FALSE
S/2015 (136472) 1,FALSO,21100,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,42486,2.4E+16,NA,Secondary,136472 Makemake,NA,NA,NA,##########,##########,22500000,12600,1.41E+11,7.16E+21,FALSE
S/2016 J 1,FALSO,20651000,0,0,141,139.8,1,0,0,0.5,0,0,0,NA,602.7,0,42892,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,3.37196E+16,##########,516,12600,1.38043E+16,7.4743E+15,FALSE
S/2017 J 1,FALSO,23587000,0,0,397,149.2,1,0,0,2,0,0,0,NA,734.2,0,42892,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,2.95224E+15,##########,8250,12600,1.57669E+16,5.7293E+15,FALSE
S/2017 J 2,FALSO,23303000,0,0,236,166.4,1,0,0,1,0,0,0,NA,723,0,43298,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,2.98821E+14,##########,2060,12600,1.55771E+15,5.8698E+15,FALSE
S/2017 J 3,FALSO,20694000,0,0,148,147.9,1,0,0,1,0,0,0,NA,606,0,43298,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,3.36495E+15,##########,2060,12600,1.38331E+16,7.4432E+15,FALSE
S/2017 J 5,FALSO,23232000,0,0,284,164.3,1,0,0,1,0,0,0,NA,719,0,43298,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,2.99734E+16,##########,2060,12600,1.55296E+16,5.9058E+15,FALSE
S/2017 J 6,FALSO,22455000,0,0,557,155.2,1,0,0,1,0,0,0,NA,683,0,43298,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,3.10106E+16,##########,2060,12600,1.50102E+16,6.3216E+15,FALSE
S/2017 J 7,FALSO,20627000,0,0,215,143.4,1,0,0,1,0,0,0,NA,603,0,43298,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,3.37588E+15,##########,2060,12600,1.37883E+16,7.4917E+15,FALSE
S/2017 J 8,FALSO,23233000,0,0,312,164.7,1,0,0,0.5,0,0,0,NA,720,0,43298,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,2.99721E+16,##########,516,12600,1.55303E+15,5.9053E+15,FALSE
S/2017 J 9,FALSO,21487000,0,0,229,152.7,1,0,0,44682,0,0,0,NA,639,0,43298,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,3.24077E+14,##########,46400,12600,1.43632E+15,6.904E+15,FALSE
Sao,FALSO,22228000,0,0,293,48.5,1,0.01,0,20,0,0,0,NA,370358,0,37482,1E+17,NA,Secondary,Neptune,NA,NA,NA,3.13281E+15,##########,825000,52600,1.48585E+14,2.6881E+16,FALSE
Saturn,VERDADERO,1426666422,1349823615,1503509229,565,2485,6871,10.44,36090,58232,60268,54364,9796,NA,10759.22,10656,NA,5.68E+26,8.27E+14,Primary,NA,342,499,##########,5.29E+11,9.52033E+14,6.99324E+15,2.98947E+16,##########,3.71E+22,FALSE
Setebos,FALSO,17420400,0,0,5908,158.24,1,0,0,24,0,0,0,NA,-2234.8,0,36359,7.5E+16,NA,Secondary,Uranus,NA,NA,NA,3.99742E+15,##########,11900000,395000,1.16448E+16,3.2823E+16,FALSE
Shoemaker-Levy 9,FALSO,0,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,34052,2.4E+16,NA,Primary,NA,NA,NA,NA,Inf,Inf,22500000,12600,0,Inf,FALSE
Siarnaq,FALSO,18015400,0,0,295,45.6,1,0,0,16,0,0,0,NA,895.6,0,36792,4.35E+16,NA,Secondary,Saturn,NA,NA,NA,3.86535E+15,##########,52800,229000,1.20426E+16,1.7801E+16,FALSE
